QUEST_20150317_000001	Por favor selecciona al usuario que necesita una actualización de misión.	퀘스트 수정이 필요한 유저를 선택해주세요.				GM	
QUEST_20200128_011545	Derrota al líder y los ídolos vinculados a él también serán destruidos.	그를 물리치면 그와 연결된 마족의 우상도 파괴될 것입니다.				네링가	
QUEST_20200128_011546	Dirígete a las colinas.{nl}Si no destruyes los ídolos allí, los Dievdirbies morirán antes de que puedan esculpir sus estatuas de búhos.	폐허 언덕길로 향하십시오.{nl}그곳에 있는 마족의 우상을 파괴하지 않으면 딥디르비들이 부엉이 조각상을 손 보기 전에 모두 전멸할 것입니다.				네링가	
QUEST_20200128_011547	Todos los ídolos demoníacos alrededor de Rinksmas han perecido. {nl}I ya no puedo sentir su presencia.	링크스마스 폐허에 있던 마족의 우상은 모두 사라졌습니다.{nl}이제는 우상의 기운이 느껴지지 않습니다.				네링가	
QUEST_20200128_011548	Ahora recibirás respuesta por tus acciones aquí.{nl}	이제 당신은 이곳에서 행한 일에 대한 답을 듣게 될 것입니다.{nl}				네링가	
QUEST_20200128_011549	Dirígete a la Plaza Central.	중앙 광장으로 이동하십시오.				네링가	
QUEST_20200128_011550	Hace mucho tiempo, la Diosa Laima dijo...{nl}“Cuando un Revelador venga aquí, ayúdalo y condúcelo hasta la Estatua de la Diosa Ausrine”.{nl}	오래 전, 라이마 여신께서 말씀하시길..{nl}이곳에 한 계시자가 오거든 계시자를 돕고 아우슈리네 여신상으로 그를 인도하라고 하셨네.{nl}				조각가 테슬라	
QUEST_20200128_011551	Ahora, adelante, reza a Ausrine.	자, 어서 아우슈리네 여신상께 기도를 드려보게나.				조각가 테슬라	
QUEST_20200128_011552	Diosa Ausrina	여신 아우슈리네					
QUEST_20200128_011553	Revelador.{nl}Tu historia fue contada a través de las alas de Austeja, incluso hasta esta tierra lejana donde vivo.{nl}	계시자여.{nl}그대의 이야기는 제가 있는 먼 대륙의 땅까지도 아우스테야의 날개를 통해 전해졌습니다.{nl}				여신 아우슈리네	
QUEST_20200128_011554	Estás a punto de tener un momento importante con Giltine.{nl}Nosotras, las diosas, te hemos puesto una pesada carga.	이제 길티네와의 결전을 앞두고 있겠군요.{nl}우리 여신들이 인간인 당신에게 큰 짐을 짊어지게 했습니다.{nl}				여신 아우슈리네	
QUEST_20200128_011555	Estoy haciendo todo lo posible para evitar que los demonios lleguen a dondequiera que estés.{nl}No podré ayudarte yo mismo, pero las diosas te darán fuerza.{nl}	저는 이곳에서 다른 마신들이 그대가 있는 땅으로 가지 못하게 최선을 다하고 있습니다.{nl}제가 직접 그대를 돕지는 못하겠지만, 여신들이 당신에게 힘을 보태줄 겁니다.{nl}				여신 아우슈리네	
QUEST_20200128_011556	Revelador. incluso si detienes a Giltine, el mundo enfrentará otra crisis.{nl}Los demonios seguirán avanzando con sus planes después del fin de Giltine.{nl}Los demonios apuntarán con sus espadas a las diosas y a tu pueblo.{nl}	계시자여, 당신이 길티네를 저지한다면 세계는 또 다른 위기를 마주하게 될 것입니다.{nl}길티네가 사라진 마족들은 저마다의 목표를 가지고서 움직이기 시작할 겁니다.{nl}마족들은 여신은 물론, 그대의 동족에게도 칼을 겨누게 될 겁니다.{nl}				여신 아우슈리네	
QUEST_20200128_011557	Para entonces podrás volver a verme. {nl} Ahora, primero, cumple la misión que Laima te ha encomendado.	그때가 되면 당신은 다시 나를 만날 수 있을 겁니다.{nl}지금은 우선 라이마가 그대에게 전한 사명을 완수하십시오.				여신 아우슈리네	
QUEST_20200128_011558	Revelator.{nl}Continuaremos manteniendo a los demonios alejados de la Ciudad Caída.{nl}Dado que es el último momento, no podemos simplemente esperar y ver.{nl}	계시자님.{nl}저희는 계속해서 폐도의 마족들을 상대하겠습니다.{nl}마지막 결전인 만큼 우리도 두고 볼 수만은 없으니까요.{nl}				크로노맨서 마스터	
QUEST_20200128_011559	Continuaremos apoyando a las fuerzas alrededor de la Ciudad Caída.{nl}Los discípulos del Maestro Paladín y el Maestro Dievdirby también lucharán.{nl}	저희는 계속해서 폐도의 거점들을 중심으로 병력을 지원하겠습니다.{nl}팔라딘 마스터님과 딥디르비 마스터님의 제자들도 함께 싸울 겁니다.{nl}				크로노맨서 마스터	
QUEST_20200128_011560	Entonces, avanzas. {nl}Eres el único que puede salvar al mundo de Giltine.	그러니 계시자님께서는 앞으로 나아가십시오.{nl}이제는 당신만이 길티네로부터 세상을 구원할 수 있습니다.				크로노맨서 마스터	
QUEST_20200128_011561	Tienes la rueca y el poder de las Diosas de tu lado.{nl}Giltine puede ser fuerte, pero confía en las profecías de la Diosa Laima y sigue adelante.{nl}	당신은 물레를 가지고 있고 여신들로부터 힘을 받았습니다.{nl}비록 길티네의 힘에 미치지는 못하겠지만, 라이마 여신의 예지를 믿고 따라가십시오.{nl}				네링가	
QUEST_20200128_011562	Ahora debemos dirigirnos al Camino de la Muerte.{nl}Es hora de encontrarnos cara a cara con Giltine y la Diosa Laima.{nl}	우리는 이제 종언의 길로 가야 합니다.{nl}길티네와 라이마 여신을 마주할 순간이 다가오고 있습니다.{nl}				네링가	
QUEST_20200128_011563	Te enviaré allí ahora. {nl}I te daré más instrucciones una vez que lleguemos al camino de la desaparición.	지금 그곳으로 보내드리겠습니다.{nl}이후의 이야기는 종언의 길에서 알려 드리겠습니다.				네링가	
QUEST_20200128_011564	El Camino de la Muerte está actualmente ocupado por las fuerzas demoníacas. {nl} Derrótalos y alcanza a la Diosa Laima.	현재 종언의 길은 마족들이 완전히 장악하고 있습니다.{nl}당신은 적들을 뚫고 라이마 여신이 있는 곳으로 가십시오.				네링가	
QUEST_20200128_011565	Ya casi es la hora.{nl}No puedes llegar tarde ni temprano.	이제 곧 때가 다가오고 있습니다.{nl}늦어서도, 일러서도 안 됩니다.				네링가	
QUEST_20200128_011566	Pensé que te escapaste con el rabo entre las piernas, pero al fin y al cabo viniste aquí.{nl}	꼬리를 감추고 도망간 줄 알았더니 결국 여기까지 찾아왔구나.{nl}				마신 길티네	
QUEST_20200128_011567	Has venido hasta aquí. Mira el final de Laima, a quien has estado intentando proteger.	계시자, 목숨이 아까운 줄도 모르고 여기까지 왔으니 네 녀석이 그렇게 염원하던 라이마의 최후를 지켜보아라.				마신 길티네	
QUEST_20200128_011568	Laima. ¿Me vas a jugar una mala pasada hasta el final? {nl}No te rindes.	라이마, 마지막까지 얄팍한 수로 나를 농락할 셈인가요?{nl}정말 포기를 모르는군요.				마신 길티네	
QUEST_20200128_011569	Hermana, piénsalo de nuevo.{nl}El mundo que estás destruyendo nació de uno.	자매여, 다시 한번 생각해 보세요.{nl}당신이 파괴하려는 세상도 결국 그분으로부터 태어난 것입니다.				여신 라이마	
QUEST_20200128_011570	Laima, incluso si intentas convencerme, nunca cedería.{nl}	라이마, 당신이 나를 설득하려고 해도 나는 뜻을 굽히지 않을 겁니다.{nl}				마신 길티네	
QUEST_20200128_011571	El dolor, la tristeza, la desesperación...{nl}Todo se desvanecerá en él. Sólo espera.{nl}Es sólo cuestión de tiempo antes de que encontremos la señal.	그 고통과 슬픔.. 절망..{nl}모든 것이 그 분 안에서 사그라들 테니까 조금만 기다려요.{nl}계시를 찾는 건 시간문제일 뿐이니까.				마신 길티네	
QUEST_20200128_011572	Lo has logrado.{nl}Neringa logró guiarte hasta aquí.{nl}Pero no bajes la guardia todavía.	때맞춰 와주셔서 다행입니다.{nl}네링가가 구원자님을 무사히 인도했군요.{nl}하지만 아직 안심하기에는 이릅니다.				여신 라이마	
QUEST_20200128_011573	La placa de piedra que mi hermana robó de la Biblioteca de Fantasía ha interrumpido el ritual.{nl}	환상도서관에서 저의 자매가 가져간 계시 석판이 환원의 의식을 방해했습니다.{nl}				여신 라이마	
QUEST_20200128_011574	Salvador... Debemos recuperar todas las Revelaciones antes que Giltine.{nl}Te daré mi poder para que puedas hacerlo antes que ella.{nl}	구원자님.. 길티네가 모든 계시를 찾기 전에 우리가 먼저 계시를 찾아야만 합니다.{nl}당신이 진실한 계시들을 찾을 수 있도록 힘을 드리겠습니다.{nl}				여신 라이마	
QUEST_20200128_011575	Podrás sentir un poder fuerte cuando te acerques a las Revelaciones esparcidas en el Camino de la Muerte. {nl} Las Revelaciones reaccionarán al poder que he compartido contigo. {nl} Recoger las Revelaciones dispersas me devolverá mis poderes perdidos. {nl}	종언의 길에 흩어진 계시에 가까이 다가가신다면 강한 힘을 느낄 수 있을 겁니다.{nl}계시는 당신과 당신이 가진 제 힘에 반응하고 모습을 보일 겁니다.{nl}구원자님이 계시를 찾는 데 성공하신다면 계시에 나눠두었던 힘이 제게 돌아올 겁니다.{nl}				여신 라이마	
QUEST_20200128_011576	Por favor cumple tus tareas, Salvador.	구원자님에게 부여된 사명을 끝까지 완수해주시길 바랍니다.				여신 라이마	
QUEST_20200128_011577	Espero que puedas cumplir tus tareas como lo planeó el destino, Salvador.	구원자님, 그대에게 부여한 사명을 끝까지 완수해주시길 바랍니다.				여신 라이마	
QUEST_20200128_011578	La diosa Laima te está buscando.{nl}Ahora es el momento en que la diosa te lo dijo.{nl}Ve con ella.	라이마 여신께서 당신을 찾고 계십니다.{nl}여신께서 일러두신 때가 지금입니다.{nl}여신께 가십시오.				네링가	
QUEST_20200128_011579	La Diosa Laima dijo que el poder que te dio te llevará a la revelación.{nl}	라이마 여신께서는 당신에게 준 힘이 계시가 있는 곳으로 인도해줄 거라고 하셨습니다.{nl}				네링가	
QUEST_20200128_011580	Cuanto más te acerques a la revelación por aquí, más fuerte te sentirás. {nl} La revelación brillará a medida que te acerques a ella. {nl} Las revelaciones que encuentres regresarán a la Diosa Laima.	이 주변에 흩어진 계시에 가까워수록 강한 힘이 느껴질 겁니다.{nl}당신이 계시에 다가설 때 계시는 당신에게 드러날 겁니다.{nl}당신이 찾은 계시는 곧 라이마 여신에게 돌아갈 것입니다.				네링가	
QUEST_20200128_011581	Ya veo...{nl}Por eso no pude encontrar ninguno hasta ahora.	그렇군요..{nl}어째서인지 계시를 찾지 못하는 이유가 있었어요.				마신 길티네	
QUEST_20200128_011582	¿Pensaste que simplemente entregarías el poder de Laima? {nl}Me menosprecias, humano.	라이마의 힘을 순순히 넘겨줄 줄 알았나?{nl}나를 우습게 보고 있구나 어리석은 인간이여.				마신 길티네	
QUEST_20200128_011583	Hermana, no puedes permitir eso.	자매여, 그 계시는 당신이 가질 수 없습니다.				여신 라이마	
QUEST_20200128_011584	Gracias Salvador.{nl}Gracias a ti fui salvo.{nl}	구원자님, 감사합니다.{nl}그대 덕분에 제가 구원을 받을 수 있었습니다.{nl}				여신 라이마	
QUEST_20200128_011585	Pero he estado bajo el hechizo durante tanto tiempo y no puedo usar mi poder como antes...	하지만 오랜 시간 동안 속박되어 있던 탓에 온전한 힘을 다룰 수는 없습니다.				여신 라이마	
QUEST_20200128_011586	Laima, ¿crees que podrás detenerme? {nl} ¿Crees que podrás detenerme cuando recuperes tu poder?	라이마, 당신이 나를 막을 수 있다고 생각하는 건가요?{nl}힘을 회복했다고 해서 당신이 나를 막을 수 있을 것 같나요?				마신 길티네	
QUEST_20200128_011587	Giltine, somos hermanas nacidas de él.{nl}Incluso si tu fuerza supera con creces la mía, nuestros comienzos comparten su origen.{nl}	길티네, 우리는 그분으로부터 태어난 자매입니다.{nl}당신의 힘이 비록 저와는 견줄 수 없을 만큼 강하다 하더라도 우리의 시작은 같은 곳에 있습니다.{nl}				여신 라이마	
QUEST_20200128_011588	No podemos hacernos daño unos a otros.	우리는 서로를 해할 수 없어요.				여신 라이마	
QUEST_20200128_011589	Ahora, has compartido el poder de las diosas, incluso puedes usar el poder de la rueca para ayudarla.	지금입니다.{nl}여신들의 힘을 나눠 받은 당신이라면 물레의 힘까지 이용해 라이마 여신을 도울 수 있습니다.				네링가	
QUEST_20200128_011590	No sirve de nada intentar ganar más tiempo con conversaciones sin sentido.{nl}	의미 없는 이야기로 시간을 끌어봤자 소용없어요.{nl}				마신 길티네	
QUEST_20200128_011591	¿De verdad crees que puedes detenerme?	그리고 네 녀석들이 나를 방해할 수 있을 것 같으냐?				마신 길티네	
QUEST_20200128_011592	¡Kabad!	카바드!				마신 길티네	
QUEST_20200128_011593	Salvador, no puedo hacerle daño a mi hermana también.{nl}Por favor, derrota a Kabad y ven a ayudarme.{nl}Nadie puede hacerlo excepto tú.	구원자님, 길티네가 그렇듯 저 또한 제 자매를 해할 수 없습니다.{nl}당신을 막아서는 카바드를 물리치고 저를 도와주러 와주세요.{nl}그대가 아니라면 아무도 해낼 수 없습니다.				여신 라이마	
QUEST_20200128_011594	Abandona la esperanza.{nl}No importa el futuro que estés mirando, lo destrozaré.	희망을 버리세요.{nl}당신이 어떤 미래를 보고 있더라도 내 힘이 그 운명을 찢어 놓을 테니까.				마신 길티네	
QUEST_20200128_011595	¡Kabad, aplasta a ese humano y a Neringa! {nl}Cómelos sin dejar un hueso.	카바드, 저 인간과 네링가를 모두 짓밟아라!{nl}하찮은 존재들의 육신이라도 괜찮다면 뼈 하나 남기지 말고 먹어 치워라.				마신 길티네	
QUEST_20200128_011596	La diosa Laima está en peligro.{nl}Eres el único que puede ayudarnos en este momento.{nl}	라이마 여신이 위험합니다.{nl}지금 이 상황을 극복할 수 있는 건 당신뿐입니다.{nl}				네링가	
QUEST_20200128_011597	La situación no fue prevista por la Diosa Laima. {nl}Kabad debe ser derrotado.	이 상황은 라이마 여신께서 예지한 상황이 아닙니다.{nl}서둘러 카바드를 물리치십시오.				네링가	
QUEST_20200128_011598	Bien hecho.{nl}Debes regresar con la Diosa Laima de inmediato.	잘하셨습니다.{nl}어서 라이마 여신에게 돌아가야 합니다.				네링가	
