QUEST_LV_0200_20150317_000001	Soldado de Felipe
QUEST_LV_0200_20160925_010525	Es un poco incómodo, pero no hay nada más que se pueda hacer para reducir la distancia que hay con él{nl}. El soldado congelado que viste..{nl}. Solo tenemos que robarle su poder mágico que está encarnado en el soldado.{nl}	조금 꺼림칙하지만, 그와의 힘 차이를 줄이려면 어쩔 수 없어요.{nl}당신이 봤다던 그 얼어붙은 병사.. 거기에 깃든 그의 마력을 훔치는 수밖에요.{nl}	QUEST_LV_0200_20160310_010337	It is little uncomfortable, but nothing other can be done in order to reduce the gap from him.{nl}The frozen soldier who you saw... {nl}We just have to steal his magical power that is embodied in the soldier.{nl}	조금 꺼림칙하지만, 그와의 힘 차이를 줄이려면 어쩔 수 없어요.{nl}당신이 봤다던 그 얼어붙은 병사.. 거기에 깃든 그의 마력을 훔치는 수 밖에요.{nl}	네크로맨서 레미야
QUEST_LV_0200_20161005_010526	Hay muchas cosas extrañas que no se pueden ver en otros bosques que no sean el Bosque de Kateen. {nl}Como las esculturas de búhos de madera.	카틴 숲에는 다른 숲에서 볼 수 없는 것들이 많소.{nl}나무로 깎은 부엉이 상 같은 것들 말이오.	QUEST_LV_0200_20150317_000155	There are many strange things that can't be seen in forests other than Kateen Forest.{nl}Such as the wooden owl sculptures.	카틴 숲에는 다른 숲에서 볼 수 없는 것들이 많소.{nl}나무로 깎은 부엉이 상이라던가 하는 것들 말이오.	장교 필릭스
QUEST_LV_0200_20161005_010527	Apoyo a los Cazadores, pero no sé qué piensan los demás monjes de alto rango{nl}. Sin embargo, no creo que sea un problema si conseguimos pruebas contundentes.	저는 헌터님들을 지지합니다만, 다른 선임 수도사들은 어떨는지 잘 모르겠군요.{nl}하지만 확실한 증거만 있다면 문제 없을 거라 봅니다.	QUEST_LV_0200_20150714_007069	I support the Hunters, but I don't know what the other senior monks are thinking.{nl}However, I don't think it would be a problem if we get hard evidence.	저는 헌터님들을 지지합니다만, 다른 선임 수도사들은 어떨런지 잘 모르겠군요.{nl}하지만 확실한 증거만 있다면 문제 없을 거라 봅니다.	선임 수도사 포토스
QUEST_LV_0200_20161005_010528	Por ejemplo, ayúdanos a limpiar los monstruos en nuestro lugar de trabajo.{nl}El lugar de reunión. ¿Qué opinas? ¿Puedes ayudarnos?	가령 우리 작업장의 몬스터 청소를 돕는다든가 말야.{nl}집회장 터라고. 어때. 도와줄 수 있겠어?	QUEST_LV_0200_20150714_007193	For example, help cleaning the monsters at our workplace.{nl}The gathering place. What do you think? Can you help us?	가령 우리 작업장의 몬스터 청소를 돕는다던가 말야.{nl}집회장 터라고. 어때. 도와줄 수 있겠어?	도굴꾼 후베르타스
QUEST_LV_0200_20161005_010529	¿De qué lado estás? ¿Del Ejército Real o de los Caballeros de Kaliss? Si no quieres responder, simplemente haz lo que te digan.{nl}{nl}	자. 넌 누구 편이지?{nl}왕국군? 아니면 칼리스 기사단?{nl}대답하기 싫으면 그냥 볼 일 보시든가.	QUEST_UNUSED_20151016_000744	Whose side are you on?{nl}The Royal Army or the Knights of Kaliss?{nl}If you don't want to answer, then just do what you are told.	자. 넌 누구 편이지?{nl}왕국군? 아니면 칼리스 기사단?{nl}대답하기 싫으면 그냥 볼 일 보시던가.	도굴꾼 아만다
QUEST_LV_0200_20161005_010530	¿Es esto... una carta de amor? No la necesito, así que puedes quedártela o tirarla.{nl}{nl}	첫번째 건.. 연애편지? {nl}필요 없으니 당신이 가지든가 버리세요.{nl}	QUEST_LV_0200_20151001_009138	Is this... a love letter? {nl}I don't need it so you can take it or throw it away.{nl}	첫번째 건.. 연애편지? {nl}필요 없으니 당신이 가지던가 버리세요.{nl}	빌헬미나 캐리어트
QUEST_LV_0200_20161005_010531	¿Un pergamino? Pensé que nos daría algo como una balista o un arma mágica...{nl}{nl}	스크롤?{nl}난 발리스타나 마법무기같은 걸 줄거라고 생각했는데..{nl}	QUEST_LV_0200_20151001_009142	A scroll?{nl}I thought she'd give us something like a ballista or a magicial weapon...{nl}	스크롤?{nl}난 발리스타라던가 마법무기같은 걸 줄거라고 생각했는데..{nl}	도굴꾼 아만다
QUEST_LV_0200_20161005_010532	Pero a medida que se escondan más y más, más gente sentirá curiosidad por Ruklys.{nl}La horca podría estar cerca, pero ¿cómo podría un erudito quedarse de brazos cruzados?	하지만 감추면 감출수록 더 궁금한 법이지요.{nl}교수대가 눈 앞에 아른거리지만 어떻게 학자로서 가만히 있을 수 있겠나요?	QUEST_LV_0200_20150714_007374	But as they hide more and more, more people will be curious about Ruklys.{nl}The gallows could be near, but how could a scholar just do nothing?	하지만 감추면 감출수록 더 궁금한 법이지요.{nl}교수대가 눈 앞에 아른거리지만 어떻게 학자로써 가만히 있을 수 있겠나요?	크로노맨서 사비나
QUEST_LV_0200_20161005_010533	Los soldados que realizan sus misiones aquí han trabajado aquí durante mucho tiempo{nl}. Han experimentado muchas cosas, como la escarcha petrificante o monstruos, por lo que ahora son algo insensibles.	여기서 임무중인 병사들은 대부분 오래 일한 고참들입니다.{nl}석화서리라든가, 몬스터라든가 별 희한한 일들을 다 겪다 보니 이젠 무감각하죠.	QUEST_LV_0200_20150714_007430	The soldiers doing their missions here all worked here for a long time.{nl}They experienced lots of things such as Petrifying Frost or monsters so they are somewhat insensitive now.	여기서 임무중인 병사들은 대부분 오래 일한 고참들입니다.{nl}석화서리라던가, 몬스터라던가 별 희한한 일들을 다 겪다 보니 이젠 무감각하죠.	왕국군 경비병
QUEST_LV_0200_20161005_010534	Por favor, no lea los registros antiguos ni saque los artefactos al exterior{nl}. Ni siquiera nosotros podremos perdonarle si lo hace.	오래된 기록을 읽거나, 이 곳의 유물을 밖으로 가져가는 짓은 삼가십시오.{nl}왠만한 것은 넘어가지만, 저런 건 저희도 봐 드리기 힘듭니다.	QUEST_LV_0200_20150714_007431	Please do not read the old records or take out the artifacts to outside.{nl}Even we can't forgive you if you do so.	오래된 기록을 읽는다던가, 이 곳의 유물을 밖으로 가져가는 짓은 삼가십시오.{nl}왠만한 것은 넘어가지만, 저런 건 저희도 봐 드리기 힘듭니다.	왕국군 경비병
QUEST_LV_0200_20161005_010535	El veneno es un arma de doble filo{nl}. Por lo tanto, debe tener cuidado al manipularlo. Si una gota entra en su organismo a través de un rasguño...	독은 양날의 검과도 같으니 조심해서 다루어야 해.{nl}특히 독을 다루다가 손가락의 생채기에 닿기라도 한다면..	QUEST_JOBSTEP_20150317_000433	Poison is a two-sided blade, so you should be careful with it. {nl}Especially if you get a finger cut while using poison..	독은 양날의 검과도 같으니 조심히 다루어야해.{nl}특히 독을 다루다가 손가락의 생채기에 닿기라도 한다면..	무고사 서브 마스터
QUEST_LV_0200_20161005_010536	Lucha contra mí y gana.	가령 나와 대련해서 이긴다든가.	QUEST_JOBSTEP_20150714_002733	For example, dueling against me and win.	가령 나와 대련해서 이긴다던가.	로그 마스터
QUEST_LV_0200_20161005_010537	Esta batalla fue una vergüenza para mí como comandante{nl}. No sé qué habría pasado si no hubiera sido por ti.	이번 전투는 지휘관으로서 참 부끄러운 전투였네.{nl}자네가 없었다면 어떻게 되었을지..	QUEST_LV_0200_20150317_000418	This battle was a shameful one as a commander. {nl}I don't know what would have happened if it wasn't for you..	이번 전투는 지휘관으로써 참 부끄러운 전투였네.{nl}자네가 없었다면 어떻게 되었을지..	선임장교 필리파스
QUEST_LV_0200_20161005_010538	Espera. Todavía me zumba la cabeza por la maldición. {nl}Tengo muchas historias que contarte... No sé si podré aguantar hasta entonces.	잠시만. 아직 저주 때문에 머리가 꽝꽝 울리는군요. {nl}해 드릴 이야기가 많이 남았는데.. 제가 그때까지 버틸 수 있을는지 모르겠어요.	QUEST_LV_0200_20160310_010262	Wait. My head still rings due to the curse. {nl}I have many stories to tell you... I don't know if I will be able to endure until then.	잠시만. 아직 저주 때문에 머리가 꽝꽝 울리는군요. {nl}해 드릴 이야기가 많이 남았는데.. 제가 그때까지 버틸 수 있을런지 모르겠어요.	순례자 율리우스
QUEST_LV_0200_20161005_010539	Demuestra tu determinación de derrotar a los enemigos por las diosas.{nl}Sacrifica a sus seres viciosos en el santuario como prueba de tu fe.	여신께 대적하는 적을 처단하겠다는 의지를 보여주십시오.{nl}사악한 무리를 성소에 신심의 증거로 바치십시오.{nl}	QUEST_LV_0200_20150323_003262	Show your determination to defeat enemies for the goddesses.{nl}Sacrifice their vicious beings to the sanctum as proof of your belief.	여신께 대적하는 적을 처단하겠다는 의지를 보여주십시오.{nl}사악한 무리를 성소에 신심의 증거로써 바치십시오.{nl}	성소 안내
QUEST_LV_0200_20161005_010540	Lo único que pude decirles a los aldeanos heridos fue que esperaran..{nl}. Aunque fuera obra de los monstruos. La realidad es cruel.	피해를 입은 마을 분들께 기다려 달라는 말씀 밖에 드릴 수 없다니..{nl}아무리 몬스터 때문이라지만 사제된 몸으로서 참으로 가혹한 일입니다.	QUEST_LV_0200_20150323_003343	The only thing I could tell to the villagers who were wounded was to wait..{nl}Even if it was the monsters' doing. Reality is cruel.	피해를 입은 마을 분들께 기다려 달라는 말씀 밖에 드릴 수 없다니..{nl}아무리 몬스터 때문이라지만 사제된 몸으로써 참으로 가혹한 일입니다.	사제 라엘리에
QUEST_LV_0200_20161005_010541	No está mal{nl}. No está nada mal. ¡Bienvenido a Doppelsoeldner!	쓸만하군.{nl}좋다. 도펠죌트너로서 환영한다.	QUEST_JOBSTEP_20150714_002794	This is usable.{nl}Good. I welcome you as a Doppelsoeldner.	쓸만하군.{nl}좋다. 도펠죌트너로써 환영한다.	도펠죌트너 마스터
QUEST_LV_0200_20161005_010542	Uf, esto es realmente interminable{nl}. No sé cuánto tiempo más podré soportarlo.	후, 정말 끝도 없군요.{nl}언제까지 버틸 수 있을는지 모르겠네요.	QUEST_LV_0200_20150317_000932	Whew, this is really endless. {nl}I don't know how much longer I can take it.	후, 정말 끝도 없군요.{nl}언제까지 버틸 수 있을런지 모르겠네요.	퍼리 오드
QUEST_LV_0200_20161005_010543	¡Qué exquisitez cárnica tan rara! Debe haber sido difícil conseguirla{nl}. ¡Sé un buen cetrero!{nl}	꽤 귀한 고기로군. 구하기 힘들었겠어.{nl}응사로서 앞으로 잘 부탁한다.{nl}	QUEST_JOBSTEP_20150428_002588	This is a rare meat. You must had hard time getting it.{nl}As a Falconer, I am counting on you from now on.{nl}	꽤 귀한 고기로군. 구하기 힘들었겠어.{nl}응사로써 앞으로 잘 부탁한다.{nl}	응사 마스터
QUEST_LV_0200_20161005_010544	Vicente	빈센타스				
QUEST_LV_0200_20161005_010545	No sé quién eres, pero... {nl}Assassub Ebonypawn está merodeando.	자네가 누구인지는 몰라도..{nl}이 곳 어딘가엔 지금 암살자 에보니폰이 있네.				빈센타스
QUEST_LV_0200_20161005_010546	{nl}Como podéis ver, todos mis mejores soldados...{nl}A mí tampoco me perdonaron...	{nl}내 부대원들도 전부 그에게 당했고..{nl}보다시피 나도 이렇게..				빈센타스
QUEST_LV_0200_20161005_010547	{nl}También es demasiado peligroso para ti. ¡Corre!{nl}	{nl}위험하니 자네도 어서 도망치게.{nl}				빈센타스
QUEST_LV_0200_20161005_010548	{nl}Eres el Revelador. ¿El Revelador que se hizo famoso en la parte occidental del Reino?{nl}Si eres el Revelador, tal vez puedas enfrentarte a Ebonypawn.	{nl}자네가 왕국 남부에서 활약하고 있다는 그 계시자란 말인가?{nl}계시자라면.. 에보니폰을 상대할 수 있을지도 모르겠군.				빈센타스
QUEST_LV_0200_20161005_010549	¿Podrías ayudarme? Para enfrentarnos a Ebonypawn, necesitamos algunos objetos...{nl}{nl}	{nl}그렇다면.. 자네, 나를 좀 도와 줄 텐가?{nl}에보니폰을 상대하려면 필요한 물품들이 좀 있는데..				빈센타스
QUEST_LV_0200_20161005_010550	{nl}Los necesitamos rápido.{nl}Estarán entre los suministros que hemos perdido durante la huida.	{nl}일단 그것들을 좀 가져와야 돼.{nl}에보니폰에게서 도망치다 잃어버린 보급품들 중에 섞여 있을 게야.				빈센타스
QUEST_LV_0200_20161005_010551	Esta antigua vida tal vez sea útil para el Reino...{nl}	어쩌면 이 늙은 목숨을 왕실에..{nl}				빈센타스
QUEST_LV_0200_20161005_010552	No importa eso..{nl}Era solo el divague de un anciano.	음. 아무것도 아닐세.{nl}그냥 늙은이의 혼잣말이었네.				빈센타스
QUEST_LV_0200_20161005_010553	¿Los has recuperado?{nl}Veamos...{nl}	찾아왔는가?{nl}어디 보자..{nl}				빈센타스
QUEST_LV_0200_20161005_010554	Oh, gracias a Dios, están en buen estado{nl}. Buscaré algo que pueda serte útil.	오. 다행히 물건들은 멀쩡하군.{nl}자네에게 도움이 될만한 것들이 있나 살펴보겠네.				빈센타스
QUEST_LV_0200_20161005_010555	Sí, sí{nl}. Llévate esta bomba militar y el antídoto.	그래, 이 군용 폭탄과 해독제.{nl}이걸 가지고 가도록 하게.{nl}				빈센타스
QUEST_LV_0200_20161005_010556	Ebonypawn se esconde por aquí{nl}. ¡Cuidado con las trampas que tiende Ebonypawn!{nl}	에보니폰은 이곳 어딘가에 숨어 있어.{nl}곳곳에 에보니폰의 함정이 설치되어 있거든.{nl}				빈센타스
QUEST_LV_0200_20161005_010557	Nuestro equipo cayó en esas trampas..{nl}. Así que, por favor, tengan cuidado.	우리 부대도 그의 함정에 당했고..{nl}그러니 부디 조심하게.				빈센타스
QUEST_LV_0200_20161005_010558	{nl}Llévate a la armería y, de camino, busca a ese cobarde.	{nl}일단 병기고에서부터 길을 따라 차례로 수색 해 보면 될 걸세.				빈센타스
QUEST_LV_0200_20161005_010559	No nos quedamos de brazos cruzados ante el ataque{nl}. Logramos herir a Ebonypawn{nl}. Aunque no estamos seguros de la gravedad de las heridas.	당하긴 했지만, 우리 부대원들도 에보니폰에게 상처는 입혔다네.{nl}얼마나 큰 부상인지는 모르겠으나..{nl}				빈센타스
